name	price	off	ratings	total_ratings	free_delivery	fastest_delivery
"Lenovo V14 G3 Laptop (Intel Core i5/ 12th Gen/ 8GB RAM/ 512GB SSD/DOS/ 14"" Inch), Arctic Grey, 1 Year Service Center Carry in Warranty"	37790.0	0.62	2.5	21	True	Mon, 18 Nov
(Renewed) DELL Latitude 5490 Core i5 8th Gen Laptop, 8 GB RAM, 256GB SSD, Intel HD Graphics, 14 inch (36.83 cms) HD Screen, Windows 11 (Upgraded), MS Office, Black, Slim	16560.0	0.83	3.7	182	True	
ASUS Vivobook 15 (2024) Intel Core i3 12th Gen 1215U - (8 GB/SSD/512 GB SSD/Windows 11 Home) X1502ZA-EJ953WS Thin and Light Laptop (15.6 Inch, Icelight Silver, 1.70 kg, with MS Office)	35390.0	0.38	5.0	3	True	Sun, 17 Nov
HP Victus Gaming Laptop,12th Gen Intel Core i5-12450H,4GB RTX 3050 GPU,15.6-inch(39.6 cm),FHD,IPS,16GB DDR4,512GB SSD,Backlit KB,Dual Speakers (MSO, Blue,2.37 kg),fa0666TX/fa0444tx/fa0333tx	65990.0	0.23	4.1	473	True	Tomorrow, 14 Nov
(Refurbished) HP Probook Laptop 640G3 7th Generation Intel Core i5-7200u Processor , 16 GB Ram & 512 GB SSD, 14 Inches Notebook Computer	21000.0	0.79	3.7	29	True	Fri, 15 Nov
"Lenovo V14 G3 (2024), Intel Core i3 12th Gen 1215U - (16GB/512GB SSD/Intel UHD Graphics/Windows 11 Home) Thin and Light Business Laptop/14.0"" FHD Display/Iron Grey/1.57 kg/MS Office 2021 Pro Plus"	33400.0	0.56	5.0	2	True	Mon, 18 Nov
"Dell 14 Thin & Light Laptop, 13th Gen Intel Core i3-1305U Processor/ 8GB/ 512GB SSD/14.0"" (35.56cm) FHD + Comfort view/Windows 11 + MSO'21/15 Month McAfee/Spill-resistant Keyboard/Carbon Black/ 1.46kg"	38490.0	0.33	4.0	37	True	Mon, 18 Nov
HP Victus Gaming Laptop, AMD Ryzen 7 8845HS AI Powered, 6GB RTX 4050 GPU,15.6-inch (39.6 cm),FHD, IPS, 144Hz,16GB DDR5, 512GB SSD,300 nits, Win 11, Backlit KB, DTS:X Ultra (MSO,Blue,2.29 kg),fb2114AX	91990.0	0.15	4.0	12	True	Tomorrow, 14 Nov
MSI Modern 14, Intel 12th Gen. i7 1255U,36CM Laptop(16GB/512GB NVMe SSD/Windows 11 Home/Iris Xe/Classic Black/1.4Kg), C12MO-1202IN	44990.0	0.31	4.2	5	True	Tomorrow, 14 Nov
"Acer Aspire Lite 12th Gen Intel Core i7-1255U Premium Metal Laptop (Windows 11 Home/16 GB RAM/512 GB SSD) AL15-52, 39.62cm (15.6"") Full HD Display, Metal Body, Steel Gray, 1.59 Kg"	47990.0	0.41	3.6	31	True	Tomorrow, 14 Nov
(Refurbished) Lenovo E480 7th Gen Intel Core i3 Thin & Light HD Laptop (8 GB DDR4 RAM/256 GB SSD/14 (35.6 cm) HD/Windows 11/MS Office/WiFi/BT/Webcam/Intel Graphics)	13999.0	0.84	3.1	5	True	Sat, 16 Nov
"(Refurbished) Acer ALG Gaming Laptop 13th Gen Intel Core i7 Processor (16GB DDR4/512GB SSD/6GB RTX3050 Graphics/144Hz/Win11Home/Wifi 6) AL15G-53, 39.62cm (15.6"") FHD Display, Premium Metal Body, Steel Gray, 1.99KG"	60341.0	0.15			True	Fri, 15 Nov
Lenovo [Smartchoice LOQ 12th Gen Intel Core i5-12450HX /39.6cm/ 144Hz 300Nits FHD Gaming Laptop (16GB/512GB SSD/Win 11/ RTX 3050 6GB Graphics/100% sRGB/MSO 21/3 Mon Game Pass/Grey/2.4Kg), 83GS003UIN	74190.0	0.23	3.9	407	True	Tomorrow, 14 Nov
ASUS Vivobook 15 Intel Core i5 12th Gen 1235U - (16 GB/512 GB SSD/Windows 11 Home) X1504ZA-NJ549WS Thin and Light Laptop (15.6 Inch, Quiet Blue, 1.70 kg, with MS Office)	49890.0	0.33	4.4	3	True	Sat, 16 Nov
ASUS Vivobook 15 Intel Core i5 12th Gen 1235U - (16 GB/512 GB SSD/Windows 11 Home) X1504ZA-NJ549WS Thin and Light Laptop (...)	49890.0	33.0	4.4	3	FREE delivery Sat, 16 Nov	
(Refurbished) Lenovo ThinkPad P52 8th Gen Intel Core i7 Workstation FHD Laptop (...)	29689.0	67.0	3.7	55	FREE delivery Mon, 18 Nov	Or fastest delivery Sat, 16 Nov
"Dell 15 Thin & Light Laptop, Intel Core 13th Generation i5-1334U Processor, 16GB DDR4 & 512GB SSD, 15.6"" (39.62cm) FHD 120..."	52490.0	26.0	3.8	41	₹99 delivery Tomorrow, 14 Nov	Or fastest delivery Sat, 16 Nov
Thomson NEO 14.1 Inch IN-N14C Intel Dual Core Processor & Window 11 Home Notebook (...)	14990.0	25.0			FREE delivery Fri, 15 Nov	Or fastest delivery Tomorrow, 14 Nov
MSI Modern 14 Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD/Windows 11 Home) Modern 14 C12M-445IN / Modern 14 C12MO-1022...	29990.0	33.0			FREE delivery Mon, 18 Nov	
HP Laptop 15s AMD Ryzen 7 5700U, 15.6-inch(39.6 cm) FHD, Anti-Glare Laptop (...)	48990.0	24.0	3.5	6	FREE delivery Fri, 15 Nov	Or fastest delivery Tomorrow, 14 Nov
"Dell 15 Laptop, 13th Gen Intel Core i5-1335U Processor/ 8GB/ 512GB SSD/15.6"" (39.62cm) FHD AG 120Hz 250 nits Narrow Borde..."	49990.0	25.0	3.8	41	FREE delivery Sat, 16 Nov	Or fastest delivery Fri, 15 Nov
(Renewed) Dell Latitude Laptop E5470 Intel Core i5 6th Gen. - 6200u Processor, 16 GB Ram & 256 GB SSD, 14.1 Inches HD Scre...	18990.0	68.0	4.0	6	FREE delivery	
MSI Modern 15, Intel 13th Gen. i5-1335U, 40CM FHD 60Hz Laptop (...)	41990.0	43.0	4.4	6	FREE delivery Fri, 15 Nov	Or fastest delivery Tomorrow, 14 Nov
HP Laptop 255 G9 (2024), AMD Ryzen 5 5625U Hexa Core - (8GB/512GB SSD/AMD Radeon Graphics/Windows 11 Pro) Thin and Light B...	33210.0	56.0	5.0	2	FREE delivery Mon, 18 Nov	
"ASUS Vivobook 16, 16"" (40.64cm) WUXGA 16:10 60 Hz, Intel Core i5-12500H, Thin & Light Laptop (...)"	52990.0	27.0	3.6	23	FREE delivery Fri, 15 Nov	Or fastest delivery Tomorrow, 14 Nov
"ASUS Vivobook 15 (2023), Intel Core i3-1315U 13th Gen, 15.6"" (39.62 cms) FHD, Thin and Light Laptop (...)"	38990.0	33.0	3.9	74	FREE delivery Sun, 17 Nov	
"HP 15s Core i3 12th Gen (8GB RAM/512GB SSD/FHD/MS Office 21/Windows 11/15.6"" (39.6cm)/Silver/1.69 kg) fy5011TU Laptop"	37490.0	23.0	3.3	48	FREE delivery Fri, 15 Nov	Or fastest delivery Tomorrow, 14 Nov
HP Pavilion Aero, Lightest AI PC, AMD Ryzen 5 8640U, 13.3-inch, WUXGA, 400 nits, 16GB LPDDR5x, 512GB SSD, AMD Radeon Graph...	74990.0	18.0	4.2	32	FREE delivery Fri, 15 Nov	Or fastest delivery Tomorrow, 14 Nov
(Refurbished) HP EliteBook 820 G4 7th Gen Intel Core i5 Thin & Light HD Laptop (...)	15885.0	82.0			FREE delivery Mon, 18 Nov	Or fastest delivery Sat, 16 Nov
